"fecha";"region";"provincia";"r.estimado";"r.liminf";"r.lisup"
"2020-03-08";16;163;3.23661134488277;0;3.99
"2020-03-09";16;163;2.82845278681808;0;3.99
"2020-03-10";16;163;2.65134835576271;0;3.99
"2020-03-11";16;163;2.38335381338665;0;3.99
"2020-03-12";16;163;2.22293225626471;0;3.99
"2020-03-13";16;163;2.16248431539823;0;3.99
"2020-03-14";16;163;2.10556071462794;0;3.99
"2020-03-15";16;163;2.1080519662257;0;3.99
"2020-03-16";16;163;2.22387751142549;0;3.99
"2020-03-17";16;163;2.22361243277508;0;3.99
"2020-03-18";16;163;2.16160757981446;0;3.99
"2020-03-19";16;163;2.03438878815557;0;3.99
"2020-03-20";16;163;1.98645550105804;0.105618112782139;3.86729288933393
"2020-03-21";16;163;1.93455639509843;0.137685994790366;3.73142679540649
"2020-03-22";16;163;1.83258672260671;0.255190168291707;3.40998327692172
"2020-03-23";16;163;1.81870006571732;0.313187322024372;3.32421280941026
"2020-03-24";16;163;1.78026110991946;0.375145216081291;3.18537700375763
"2020-03-25";16;163;1.71210862689881;0.436969997348183;2.98724725644943
"2020-03-26";16;163;1.64572408566216;0.469862257220397;2.82158591410393
"2020-03-27";16;163;1.51626490767496;0.491671744262822;2.5408580710871
"2020-03-28";16;163;1.38473328900933;0.485230985403735;2.28423559261493
"2020-03-29";16;163;1.29591561602632;0.462976584589663;2.12885464746298
"2020-03-30";16;163;1.2151425584514;0.434822041720938;1.99546307518186
"2020-03-31";16;163;1.15741022555085;0.404709367024518;1.91011108407718
"2020-04-01";16;163;1.12922757191977;0.404602676787202;1.85385246705233
"2020-04-02";16;163;1.13669960925033;0.391747330817909;1.88165188768276
"2020-04-03";16;163;1.15263147949507;0.413697237827416;1.89156572116273
"2020-04-04";16;163;1.16011188212401;0.437842808683487;1.88238095556453
"2020-04-05";16;163;1.13917560505508;0.447242373396228;1.83110883671392
